ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,LATITUDE,LONGITUDE
500098,Western/Ogden,Casa Queretaro,1614 S Damen Av,Casa Queretaro LP,,"The project is a new construction, four-story single building containing 45 residential affordable rental units.  The surrounding land uses are typical of urban infill, low-rise residential (2 to 4 stories), medium density.  The site benefits from close proximity to public transportation and all vital amenities.  The project will include a community garden, onsite parking for 32 cars, and a landscaped courtyard.  The 45 units are distributed among the 4 floors, with a laundry room located on the 2nd floor, 1 elevator, and 3 stair cases provided for circulation.  The project will serve working families with affordable rents from (30%, 50%, and 60% AMI).  15 units will be set aside for the CHA. 

This is a bond transaction, which includes 4% ""automatic"" LIHTC of $5.4 million.  The city will issue $8,500,000 in tax exempt bonds, which will bridge the TIF and Equity funding.",7/8/14,"$4,372,080 ","$15,459,182 ",41.85898941,-87.67617838
1695,Pulaski Corridor,North and Pulaski Sr Housing,3939 W North Av,Sacramento and Thomas Corporation,1117,The project entails construction of a five-story affordable rental senior housing building with 21 parking spaces. The project will provide 71 rental units for seniors aged 55 and older. All of the units will be for households whose incomes range at or below 30% to 80% of area median income.,10/9/12,"$4,000,000 ","$18,213,230 ",41.90978701,-87.72558192
1644,Lawrence/Kedzie,IGA - CBE - Peterson - ES - II,5510 N Christiana Av,"Chicago Tiny House, Inc.",1026,"Peterson School Project Associated with the New Addition.The facility will receive a new 26,094 sq. ft. addition containing 6 classrooms and a general purpose area I cafeteria. In addition to the new building, the existing school will receive select tuck-pointing, rebuilding and replacement of masonry and terra cotta; replacement of select exterior doors and the replacement of roof hatch at existing building.""",5/12/10,"$2,900,000 ","$3,718,250 ",41.98158042,-87.71261988
500093,Belmont/Cicero,Cicero And George Senior Housing,2900 N Cicero Av,Hispanic Housing Development Corporation,,"This proposed project, which will be located in the Belmont-Cragin community area, will consist of new construction of a six-story, 70 unit building for seniors age 55 and over.  Of the 70 units, 61 will be for seniors whose incomes range between 30-60% of area median income (AMI), eight will be for seniors whose incomes range at or below 80% AMI and one will be set-aside as a janitors' apartment.  The unit mix consists of one studio, 64 one-bedroom and five two-bedrooms.  In addition to the units, the building will contain a community room, exercise/wellness room, atrium, community garden, terrace and laundry room.  There will also be a total of 23 on-site parking spaces.  Additionally, the building will contain a water retention system, green roof, permeable pavers, and double glazed low ""E"" coated windows.  The total development costs for this project is $21,075,896, which computes to $301,084 per unit. 
 
SOURCES:                                                                            USES: 
TIF (Belmont/Cicero)       $4,000,000                                      Acquisition                   $ 2,789,000 
HED Loan Funds                5,186,787                                    Construction                  14,888,633 
FHLB AHP                            420,000                                     Soft Costs                       1,857,400 
DCEO Grant                         320,000                                     Developer Fee                 1,000,000 
Syndicator Equity*           10,925,000                                     Reserves                           540,863 
Com-Ed Grant                        33,666 
Geo-thermal Grant               115,343 
ICEF Grant                            75,000 
G.P. Equity                                 100 
 
*City 9% LIHTCs of $1,150,000 with a proposed pay-in rate of $0.95/$1.00. 
 
Square footage totals:          Building gross - 69,390; building net - 48,236 
Construction costs:               Per gross s.f. - $214.56; per net s.f. - $308.66 
Total development costs:      Per gross s.f. - $303.73; per net s.f. - $436.93 
 
DEVELOPMENT TEAM: 
Developer - Hispanic Housing Development Corp. 
Owner - Cicero and George Limited Partnership 
Architect - Weese Langley Weese 
G.C. - Tropic Construction 
Attorney - Applegate and Thorne Thomsen 
Equity Syndicator - TBD",6/10/14,"$4,000,000 ","$22,175,624 ",41.93339726,-87.74681569
1492,Lawrence/Kedzie,IGA - CPD - Park 0042 - Kiwanis,3315 W Carmen Av,Chicago Park District,607,An intergovernmental agreement between the City of Chicago and the Chicago Park District,1/13/11,"$475,000 ","$475,000 ",41.97378646,-87.71199128
10637,24th/Michigan,IGA - PBC - Library - Chinatown,2101 S Archer Av,Public Building Commission,,Acquisition and construction of the new library at 2101-15 S. Archer,4/25/13,"$15,600,000 ","$15,946,153 ",41.85414963,-87.63188807
500093,Belmont/Cicero,Cicero And George Senior Housing,2900 N Cicero Av,Hispanic Housing Development Corporation,,"This proposed project, which will be located in the Belmont-Cragin community area, will consist of new construction of a six-story, 70 unit building for seniors age 55 and over.  Of the 70 units, 61 will be for seniors whose incomes range between 30-60% of area median income (AMI), eight will be for seniors whose incomes range at or below 80% AMI and one will be set-aside as a janitors' apartment.  The unit mix consists of one studio, 64 one-bedroom and five two-bedrooms.  In addition to the units, the building will contain a community room, exercise/wellness room, atrium, community garden, terrace and laundry room.  There will also be a total of 23 on-site parking spaces.  Additionally, the building will contain a water retention system, green roof, permeable pavers, and double glazed low ""E"" coated windows.  The total development costs for this project is $21,075,896, which computes to $301,084 per unit. 
 
SOURCES:                                                                            USES: 
TIF (Belmont/Cicero)       $4,000,000                                      Acquisition                   $ 2,789,000 
HED Loan Funds                5,186,787                                    Construction                  14,888,633 
FHLB AHP                            420,000                                     Soft Costs                       1,857,400 
DCEO Grant                         320,000                                     Developer Fee                 1,000,000 
Syndicator Equity*           10,925,000                                     Reserves                           540,863 
Com-Ed Grant                        33,666 
Geo-thermal Grant               115,343 
ICEF Grant                            75,000 
G.P. Equity                                 100 
 
*City 9% LIHTCs of $1,150,000 with a proposed pay-in rate of $0.95/$1.00. 
 
Square footage totals:          Building gross - 69,390; building net - 48,236 
Construction costs:               Per gross s.f. - $214.56; per net s.f. - $308.66 
Total development costs:      Per gross s.f. - $303.73; per net s.f. - $436.93 
 
DEVELOPMENT TEAM: 
Developer - Hispanic Housing Development Corp. 
Owner - Cicero and George Limited Partnership 
Architect - Weese Langley Weese 
G.C. - Tropic Construction 
Attorney - Applegate and Thorne Thomsen 
Equity Syndicator - TBD",6/10/14,"$4,000,000 ","$22,175,624 ",41.93339726,-87.74681569
1326,Central Loop,Metropolitan Allegro Bldg,171 W Randolph St,"Palmet Venture, LLC",140,"Located in the Loop, the project includes renovation of an existing hotel, theater, office building.  The building includes a 483 room hotel with two restaurants, renovation of the lobby,  meeting spaces.  The project also renovates ""Palace Theater"" as 2,350 seat theater, expands the stage,  meets ADA requirements, upgrades mechanical, electrical, plumping, sidewalk improvements, and facade improvements.",7/8/97,"$17,600,000 ","$77,700,000 ",41.88436188,-87.63316454
1361,Madden/Wells,Madden Wells - 1-A - Rental,3807  Cottage Grove Av,Madden Wells Phase 1A Associates L.P.,197,"""Project"" shall mean the 21 buildings to be located on multiple sites generally located north of East Pershing Road, west of the alley immediately east of existing South Ellis Ave., south of a new, to-be-constructed East 38th street and east of a new, to-be-constructed South Langley Ave., Chgo., IL, which shall contain, as of the completion of construction 162 multi-family residential dwelling units and one manager's unit.
115 units financed with HOME Funds",12/10/02,"$1,529,200 ","$36,080,770 ",41.82590919,-87.60773903
11079,Midwest,"IGA - CBE - Faraday, Jensen, and Ericson",3250 W Monroe St,Chicago Public Schools,,"Ward 28 Modern Schools Surplus Reallocation: Faraday, Jensen, & Ericson - IGA pending",3/10/14,"$2,300,000 ","$2,300,000 ",41.87974117,-87.70808199
1385,Central Loop,Chicago Symphony,220 S Michigan Av,Chicago Symphony Orchestra,240,"Located in the Loop, the project includes renovation of Orchestra Hall building, rehabilitation of Chapin & Core Building at 67 E. Adams for use as music and education center, historic preservation work, and construction of a pedestrian arcade.",8/12/97,"$2,500,000 ","$67,000,000 ",41.87902919,-87.62448586
1323,35th/State,Stateway Gardens - Phase 1 - Park Blvd,3500 S State St,Park Boulevard LLC,137,"The project includes the redevelopment  of Stateway Gardens as a mixed-income community to be called Parkway Boulevard. The Redevelopment Agreement calls for the construction of 1,316 units. Of the 1,316 total units, 679 are for-sale units (443
market rate and 236 affordable) and 637 are rental units (439 public housing and 198 affordable rental units). 880 units will be located on the Stateway Gardens site within the 35th/State Tax Increment Financing Redevelopment Project Area. The other 436 units are ""off-site"" and are located within the Bronzeville TIF District",7/13/04,"$8,390,000 ","$70,612,816 ",41.83096237,-87.62679185
1346,Read/Dunning,Autumn Green - Sr Lifestyle,4239 N Oak Park Av,"SL Wright Campus, LLC",175,"Located in the Dunning community, the project constructed a 6-story rental apartment building for seniors 62 and older.  The project includes 133 rental units, 10,000 square feet of community space, 42 parking spaces, 27 affordable units at 60% area median income, rooftop garden at 50% rooftop area.  The project also includes construction of two 4-story condo buildings for 36 rental units each, 72 parking spaces total, and construction of ""New Horizons School for the Developmentally Disabled"" with 76 parking spaces.",11/9/04,"$2,946,000 ","$22,118,427 ",41.95769221,-87.79754403
