ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
1721,Englewood Neighborhood,IGA - CBE - ADA - Banneker,6656 S Normal Av,"Chicago Tiny House, Inc.",1156,An intergovernmental agreement between the City of Chicago and the Chicago Board of Education regarding accessibility improvements.,04/13/2011,$2000000,$2213070,1174114.357373379,1860550.723679795,41.772754335,-87.637294637,"(41.77275433457, -87.637294637239)"
10447,Galewood/Armitage Industrial,IGA - CPD - Amundsen Park,6200 W Bloomingdale Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,06/03/2014,$2850000,$2850000,1134782.764508551,1911356.236967749,41.912955617,-87.780276811,"(41.912955617186, -87.780276811223)"
1525,Central Loop,Reliance Bldg - IV - Hotel Burnham,37 N State St,Canal Street Hotel Partners LP,667,"Located in the Loop, the project includes restoration of an historic 14-story office building known as ""Reliance Building"" for use as Hotel Burnham and a restaurant.",12/09/1997,$2458426,$21783426,1176397.845644743,1900707.431035723,41.882896643,-87.62771498,"(41.882896643337, -87.627714980155)"
1044,Western/Rock Island,IGA - CBE - Morgan Park High School,1744 W Pryor Av,"Chicago Tiny House, Inc.",2045,Intergovernmental Agreement with Board of Education to provide TIF funds to reimburse CPS for the cost associated with the installation of ceiling fans in the school building.,02/07/2012,$44000,$44000,1166609.569747291,1831085.382130598,41.692060407,-87.665643091,"(41.692060407025, -87.665643091417)"
502018,Foster and California,Swedish Covenant Hospital ER/Women's Floor Rehab,5145 N California Av,Swedish Covenant Hospital,,"Women's Health Care Center:
SCH plans to expand and enhance clinical services by removing access barriers for women of every ethnic and religious group.  The anchor for this initiative is building the Mayora Rosenberg Women's Health Center on the 4th floor of the Galter Medical Pavilion.  The 4th floor will be totally redone to provide more than 13,000 square feet for a Women's Health Center, a Resource Center, and outpatient Cardiology Center for Women, and class and conference rooms  A new women's health center provides the opportunity to centralize in one area all services for women, provide an all? female staff and women only patient areas, scheduling with evening and weekend appointments, child friendly areas, bilingual staff and bi-lingual educational health care resource materials.

Emergency Department:
Emergency Department Renovation will consist of a ""gut rehab"" of approximately 14,603 square feet on the 1st floor of the East Wing building.  Specific improvements include 15 private large rooms for trauma cases, 5 dedicated psychiatric rooms, 12-bay fast track private exam areas, new post-exam common waiting area, private consultation room, new pharmacy work station, new physician/nurse work station, and improvements to the infrastructure that serves the emergency room (e.g. elevators, mechanical systems, communications, and restrooms).",03/11/2014,$4600000,$18397806,1156802.943810935,1934240.757456996,41.975334136,-87.698756875,"(41.975334135811, -87.698756874523)"
500098,Western/Ogden,Casa Queretaro,1614 S Damen Av,Casa Queretaro LP,,"The project is a new construction, four-story single building containing 45 residential affordable rental units.  The surrounding land uses are typical of urban infill, low-rise residential (2 to 4 stories), medium density.  The site benefits from close proximity to public transportation and all vital amenities.  The project will include a community garden, onsite parking for 32 cars, and a landscaped courtyard.  The 45 units are distributed among the 4 floors, with a laundry room located on the 2nd floor, 1 elevator, and 3 stair cases provided for circulation.  The project will serve working families with affordable rents from (30%, 50%, and 60% AMI).  15 units will be set aside for the CHA. 

This is a bond transaction, which includes 4% ""automatic"" LIHTC of $5.4 million.  The city will issue $8,500,000 in tax exempt bonds, which will bridge the TIF and Equity funding.",07/08/2014,$4372080,$15459182,1163267.343270997,1891890.893945335,41.858989414,-87.676178379,"(41.858989414256, -87.676178379021)"
1695,Pulaski Corridor,North and Pulaski Sr Housing,3939 W North Av,Sacramento and Thomas Corporation,1117,The project entails construction of a five-story affordable rental senior housing building with 21 parking spaces. The project will provide 71 rental units for seniors aged 55 and older. All of the units will be for households whose incomes range at or below 30% to 80% of area median income.,10/09/2012,$4000000,$18213230,1149678.04231574,1910302.338527023,41.909787014,-87.725581918,"(41.909787014263, -87.725581918402)"
1644,Lawrence/Kedzie,IGA - CBE - Peterson - ES - II,5510 N Christiana Av,"Chicago Tiny House, Inc.",1026,"Peterson School Project Associated with the New Addition.The facility will receive a new 26,094 sq. ft. addition containing 6 classrooms and a general purpose area I cafeteria. In addition to the new building, the existing school will receive select tuck-pointing, rebuilding and replacement of masonry and terra cotta; replacement of select exterior doors and the replacement of roof hatch at existing building.""",05/12/2010,$2900000,$3718250,1153016.828138496,1936489.312019876,41.981580415,-87.712619884,"(41.981580414778, -87.712619884262)"
500093,Belmont/Cicero,Cicero And George Senior Housing,2900 N Cicero Av,Hispanic Housing Development Corporation,,"This proposed project, which will be located in the Belmont-Cragin community area, will consist of new construction of a six-story, 70 unit building for seniors age 55 and over.  Of the 70 units, 61 will be for seniors whose incomes range between 30-60% of area median income (AMI), eight will be for seniors whose incomes range at or below 80% AMI and one will be set-aside as a janitors' apartment.  The unit mix consists of one studio, 64 one-bedroom and five two-bedrooms.  In addition to the units, the building will contain a community room, exercise/wellness room, atrium, community garden, terrace and laundry room.  There will also be a total of 23 on-site parking spaces.  Additionally, the building will contain a water retention system, green roof, permeable pavers, and double glazed low ""E"" coated windows.  The total development costs for this project is $21,075,896, which computes to $301,084 per unit. 
 
SOURCES:                                                                            USES: 
TIF (Belmont/Cicero)       $4,000,000                                      Acquisition                   $ 2,789,000 
HED Loan Funds                5,186,787                                    Construction                  14,888,633 
FHLB AHP                            420,000                                     Soft Costs                       1,857,400 
DCEO Grant                         320,000                                     Developer Fee                 1,000,000 
Syndicator Equity*           10,925,000                                     Reserves                           540,863 
Com-Ed Grant                        33,666 
Geo-thermal Grant               115,343 
ICEF Grant                            75,000 
G.P. Equity                                 100 
 
*City 9% LIHTCs of $1,150,000 with a proposed pay-in rate of $0.95/$1.00. 
 
Square footage totals:          Building gross - 69,390; building net - 48,236 
Construction costs:               Per gross s.f. - $214.56; per net s.f. - $308.66 
Total development costs:      Per gross s.f. - $303.73; per net s.f. - $436.93 
 
DEVELOPMENT TEAM: 
Developer - Hispanic Housing Development Corp. 
Owner - Cicero and George Limited Partnership 
Architect - Weese Langley Weese 
G.C. - Tropic Construction 
Attorney - Applegate and Thorne Thomsen 
Equity Syndicator - TBD",06/10/2014,$4000000,$22175624,1143839.410407485,1918865.697363004,41.933397262,-87.746815685,"(41.933397262482, -87.7468156851)"
1492,Lawrence/Kedzie,IGA - CPD - Park 0042 - Kiwanis,3315 W Carmen Av,Chicago Park District,607,An intergovernmental agreement between the City of Chicago and the Chicago Park District,01/13/2011,$475000,$475000,1153208.34312301,1933650.397940519,41.973786461,-87.711991277,"(41.973786461303, -87.711991276644)"
10637,24th/Michigan,IGA - PBC - Library - Chinatown,2101 S Archer Av,Public Building Commission,,Acquisition and construction of the new library at 2101-15 S. Archer,04/25/2013,$15600000,$15946153,1175347.057846964,1890222.745669939,41.854149626,-87.63188807,"(41.854149626456, -87.631888070207)"
500093,Belmont/Cicero,Cicero And George Senior Housing,2900 N Cicero Av,Hispanic Housing Development Corporation,,"This proposed project, which will be located in the Belmont-Cragin community area, will consist of new construction of a six-story, 70 unit building for seniors age 55 and over.  Of the 70 units, 61 will be for seniors whose incomes range between 30-60% of area median income (AMI), eight will be for seniors whose incomes range at or below 80% AMI and one will be set-aside as a janitors' apartment.  The unit mix consists of one studio, 64 one-bedroom and five two-bedrooms.  In addition to the units, the building will contain a community room, exercise/wellness room, atrium, community garden, terrace and laundry room.  There will also be a total of 23 on-site parking spaces.  Additionally, the building will contain a water retention system, green roof, permeable pavers, and double glazed low ""E"" coated windows.  The total development costs for this project is $21,075,896, which computes to $301,084 per unit. 
 
SOURCES:                                                                            USES: 
TIF (Belmont/Cicero)       $4,000,000                                      Acquisition                   $ 2,789,000 
HED Loan Funds                5,186,787                                    Construction                  14,888,633 
FHLB AHP                            420,000                                     Soft Costs                       1,857,400 
DCEO Grant                         320,000                                     Developer Fee                 1,000,000 
Syndicator Equity*           10,925,000                                     Reserves                           540,863 
Com-Ed Grant                        33,666 
Geo-thermal Grant               115,343 
ICEF Grant                            75,000 
G.P. Equity                                 100 
 
*City 9% LIHTCs of $1,150,000 with a proposed pay-in rate of $0.95/$1.00. 
 
Square footage totals:          Building gross - 69,390; building net - 48,236 
Construction costs:               Per gross s.f. - $214.56; per net s.f. - $308.66 
Total development costs:      Per gross s.f. - $303.73; per net s.f. - $436.93 
 
DEVELOPMENT TEAM: 
Developer - Hispanic Housing Development Corp. 
Owner - Cicero and George Limited Partnership 
Architect - Weese Langley Weese 
G.C. - Tropic Construction 
Attorney - Applegate and Thorne Thomsen 
Equity Syndicator - TBD",06/10/2014,$4000000,$22175624,1143839.410407485,1918865.697363004,41.933397262,-87.746815685,"(41.933397262482, -87.7468156851)"
